rendement_heure_solaire_pv_10_est-ouest;rendement_heure_solaire_pv_90_sud
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0009;0.0017
0.0169;0.0262
0.0317;0.0508
0.0418;0.2284
0.0580;0.3874
0.0705;0.5490
0.0718;0.5837
0.0709;0.6344
0.0584;0.5473
0.0325;0.3307
0.0108;0.0584
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0003;0.0008
0.0093;0.0195
0.0411;0.0643
0.0625;0.5354
0.0520;0.2969
0.0906;0.7452
0.0761;0.5930
0.0426;0.2259
0.0178;0.0431
0.0142;0.0364
0.0056;0.0118
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0003;0.0008
0.0103;0.0211
0.0167;0.0347
0.0317;0.1235
0.0307;0.0871
0.0336;0.0981
0.0470;0.2165
0.0267;0.0744
0.0378;0.2182
0.0279;0.2106
0.0112;0.0524
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0006;0.0017
0.0254;0.0321
0.0459;0.0863
0.0727;0.6192
0.0706;0.5422
0.0810;0.6513
0.0551;0.3096
0.0422;0.1903
0.0241;0.0711
0.0037;0.0059
0.0014;0.0025
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0017;0.0034
0.0208;0.0288
0.0414;0.0905
0.0592;0.4602
0.0706;0.5422
0.0745;0.5667
0.0722;0.5473
0.0632;0.4754
0.0500;0.3993
0.0300;0.2478
0.0115;0.0524
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0011;0.0025
0.0211;0.0296
0.0360;0.0964
0.0165;0.0372
0.0175;0.0389
0.0157;0.0338
0.0385;0.1472
0.0431;0.1869
0.0337;0.1455
0.0274;0.1861
0.0159;0.0711
0.0010;0.0025
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0024;0.0051
0.0237;0.0305
0.0441;0.1565
0.0612;0.4678
0.0744;0.5913
0.0783;0.6090
0.0744;0.5600
0.0630;0.4635
0.0480;0.3502
0.0309;0.2368
0.0121;0.0558
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0029;0.0059
0.0250;0.0313
0.0451;0.1759
0.0650;0.5287
0.0777;0.6234
0.0853;0.6818
0.0826;0.6657
0.0732;0.6006
0.0571;0.4813
0.0369;0.3307
0.0154;0.0821
0.0003;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0006;0.0017
0.0141;0.0271
0.0299;0.0846
0.0337;0.1032
0.0365;0.1100
0.0455;0.1844
0.0665;0.4086
0.0458;0.2030
0.0434;0.2385
0.0340;0.2639
0.0129;0.0617
0.0009;0.0017
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0032;0.0068
0.0250;0.0338
0.0462;0.1988
0.0649;0.4991
0.0760;0.5786
0.0798;0.6023
0.0744;0.5278
0.0669;0.4745
0.0521;0.3764
0.0335;0.2453
0.0136;0.0643
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0019;0.0051
0.0144;0.0364
0.0221;0.0668
0.0336;0.1252
0.0414;0.1869
0.0444;0.2030
0.0418;0.1624
0.0382;0.1455
0.0258;0.0897
0.0154;0.0482
0.0070;0.0203
0.0001;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0079;0.0135
0.0273;0.0296
0.0501;0.2428
0.0645;0.4686
0.0755;0.5397
0.0795;0.5617
0.0788;0.5634
0.0706;0.5261
0.0609;0.4762
0.0415;0.3493
0.0169;0.0837
0.0004;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0083;0.0144
0.0266;0.0321
0.0513;0.2546
0.0669;0.4923
0.0790;0.5828
0.0828;0.6023
0.0803;0.5701
0.0728;0.5447
0.0606;0.4627
0.0373;0.2893
0.0146;0.0643
0.0004;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0017;0.0034
0.0066;0.0144
0.0131;0.0279
0.0161;0.0355
0.0322;0.0880
0.0382;0.1100
0.0415;0.1252
0.0391;0.1463
0.0531;0.3299
0.0350;0.2453
0.0185;0.0795
0.0024;0.0051
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0075;0.0135
0.0281;0.0305
0.0480;0.2419
0.0669;0.4686
0.0741;0.4940
0.0797;0.5346
0.0761;0.5016
0.0672;0.4407
0.0599;0.4399
0.0365;0.2512
0.0158;0.0609
0.0007;0.0017
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0088;0.0152
0.0291;0.0305
0.0538;0.2969
0.0722;0.5312
0.0816;0.5828
0.0876;0.6319
0.0797;0.5405
0.0696;0.4602
0.0566;0.3849
0.0355;0.2368
0.0155;0.0592
0.0006;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0112;0.0161
0.0332;0.0271
0.0570;0.3384
0.0732;0.5329
0.0851;0.6133
0.0918;0.6615
0.0857;0.6107
0.0762;0.5422
0.0612;0.4348
0.0395;0.2825
0.0182;0.0694
0.0004;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0121;0.0161
0.0345;0.0262
0.0574;0.3510
0.0771;0.5600
0.0913;0.6632
0.0968;0.7004
0.0956;0.6835
0.0844;0.6048
0.0682;0.4957
0.0455;0.3392
0.0213;0.0829
0.0010;0.0025
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0118;0.0178
0.0339;0.0321
0.0553;0.3358
0.0739;0.5194
0.0854;0.5972
0.0896;0.6183
0.0846;0.5794
0.0737;0.4855
0.0564;0.3603
0.0373;0.2326
0.0171;0.0601
0.0003;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0001;0.0000
0.0158;0.0228
0.0335;0.0338
0.0517;0.3003
0.0619;0.3519
0.0701;0.3942
0.0731;0.4086
0.0705;0.3536
0.0646;0.3646
0.0495;0.2326
0.0359;0.1962
0.0112;0.0288
0.0003;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0090;0.0169
0.0246;0.0414
0.0421;0.1827
0.0514;0.2377
0.0615;0.2927
0.0668;0.3248
0.0625;0.2927
0.0569;0.2707
0.0435;0.1726
0.0307;0.1320
0.0148;0.0448
0.0007;0.0017
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0001;0.0000
0.0076;0.0152
0.0221;0.0389
0.0358;0.1303
0.0478;0.1878
0.0551;0.2208
0.0570;0.2275
0.0546;0.2149
0.0490;0.1895
0.0372;0.1336
0.0261;0.0905
0.0125;0.0321
0.0003;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0001;0.0000
0.0013;0.0025
0.0055;0.0118
0.0105;0.0211
0.0244;0.0584
0.0359;0.0981
0.0660;0.3147
0.0728;0.3950
0.0702;0.3967
0.0574;0.3189
0.0382;0.2013
0.0258;0.0939
0.0039;0.0085
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0003;0.0008
0.0158;0.0195
0.0389;0.0448
0.0617;0.4069
0.0807;0.5354
0.0922;0.6166
0.0981;0.6606
0.0975;0.6513
0.0853;0.5659
0.0688;0.4551
0.0478;0.3121
0.0240;0.0863
0.0017;0.0034
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0004;0.0008
0.0175;0.0186
0.0403;0.0541
0.0649;0.4196
0.0734;0.4449
0.0854;0.5329
0.0870;0.5312
0.0849;0.5202
0.0708;0.3883
0.0556;0.2944
0.0317;0.1286
0.0168;0.0550
0.0004;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0009;0.0017
0.0205;0.0279
0.0136;0.0279
0.0059;0.0110
0.0369;0.1260
0.0623;0.2842
0.0828;0.4517
0.0768;0.4043
0.0135;0.0288
0.0294;0.0778
0.0240;0.0761
0.0237;0.0770
0.0057;0.0118
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0001;0.0000
0.0086;0.0178
0.0230;0.0482
0.0342;0.0973
0.0500;0.1912
0.0544;0.2055
0.0566;0.2174
0.0495;0.1751
0.0471;0.1666
0.0370;0.1066
0.0244;0.0651
0.0131;0.0321
0.0013;0.0034
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0006;0.0008
0.0159;0.0237
0.0362;0.0744
0.0538;0.2766
0.0715;0.4035
0.0873;0.5270
0.0940;0.5854
0.0949;0.5972
0.0876;0.5549
0.0681;0.4204
0.0500;0.3003
0.0260;0.0829
0.0029;0.0059
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0007;0.0017
0.0205;0.0288
0.0458;0.0871
0.0706;0.4314
0.0900;0.5617
0.1041;0.6556
0.1094;0.6911
0.1068;0.6750
0.0959;0.6014
0.0780;0.4805
0.0540;0.3197
0.0277;0.0871
0.0026;0.0059
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0017;0.0034
0.0181;0.0262
0.0383;0.0880
0.0457;0.1844
0.0563;0.2411
0.0491;0.1726
0.0719;0.3316
0.0912;0.5312
0.0788;0.4525
0.0682;0.4069
0.0467;0.2597
0.0257;0.0821
0.0047;0.0102
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0011;0.0025
0.0181;0.0279
0.0435;0.1024
0.0619;0.3417
0.0810;0.4788
0.0843;0.4695
0.0923;0.5388
0.0896;0.5160
0.0715;0.3603
0.0600;0.2986
0.0494;0.2605
0.0238;0.0702
0.0016;0.0034
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0004;0.0008
0.0076;0.0161
0.0224;0.0474
0.0339;0.0922
0.0442;0.1480
0.0501;0.1734
0.0485;0.1396
0.0471;0.1345
0.0435;0.1235
0.0345;0.0922
0.0228;0.0558
0.0096;0.0203
0.0006;0.0017
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0003;0.0008
0.0065;0.0135
0.0139;0.0296
0.0213;0.0482
0.0253;0.0592
0.0297;0.0727
0.0366;0.0947
0.0372;0.0973
0.0333;0.0846
0.0286;0.0711
0.0188;0.0431
0.0098;0.0211
0.0014;0.0034
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0006;0.0017
0.0106;0.0211
0.0211;0.0457
0.0327;0.0863
0.0402;0.1100
0.0457;0.1277
0.0436;0.1184
0.0428;0.1167
0.0409;0.1108
0.0293;0.0727
0.0194;0.0448
0.0103;0.0220
0.0007;0.0017
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0014;0.0034
0.0182;0.0279
0.0379;0.1007
0.0534;0.2132
0.0676;0.2944
0.0648;0.2732
0.0553;0.1920
0.0541;0.1869
0.0526;0.1878
0.0306;0.0770
0.0333;0.1091
0.0194;0.0516
0.0007;0.0017
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0007;0.0017
0.0108;0.0220
0.0220;0.0482
0.0343;0.0897
0.0411;0.1108
0.0426;0.1142
0.0498;0.1404
0.0454;0.1252
0.0402;0.1074
0.0349;0.0905
0.0237;0.0575
0.0126;0.0271
0.0007;0.0017
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0010;0.0025
0.0191;0.0296
0.0412;0.1159
0.0574;0.2597
0.0655;0.2749
0.0790;0.3781
0.0770;0.3341
0.0820;0.3967
0.0806;0.4204
0.0668;0.3375
0.0505;0.2343
0.0379;0.1066
0.0082;0.0169
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0020;0.0042
0.0233;0.0296
0.0485;0.1683
0.0705;0.3688
0.0895;0.4974
0.0992;0.5600
0.1017;0.5811
0.0972;0.5304
0.0877;0.4830
0.0682;0.3409
0.0481;0.2174
0.0276;0.0804
0.0079;0.0135
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0022;0.0042
0.0218;0.0321
0.0399;0.1176
0.0626;0.2817
0.0862;0.4627
0.0962;0.5168
0.0975;0.5414
0.0956;0.5151
0.0798;0.4035
0.0673;0.3299
0.0507;0.2309
0.0274;0.0795
0.0076;0.0135
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0024;0.0051
0.0243;0.0313
0.0491;0.1920
0.0734;0.3739
0.0850;0.4390
0.0912;0.4771
0.0956;0.5067
0.0975;0.5219
0.0834;0.4272
0.0698;0.3426
0.0482;0.2115
0.0267;0.0761
0.0080;0.0118
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0037;0.0076
0.0312;0.0364
0.0576;0.2453
0.0817;0.4153
0.1002;0.5363
0.1124;0.6166
0.1169;0.6454
0.1131;0.6209
0.1024;0.5507
0.0840;0.4306
0.0602;0.2774
0.0342;0.0930
0.0105;0.0152
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0009;0.0017
0.0043;0.0093
0.0287;0.0812
0.0142;0.0305
0.0461;0.1463
0.0461;0.1252
0.0244;0.0567
0.0768;0.3240
0.0742;0.3299
0.0867;0.4297
0.0550;0.2368
0.0396;0.1032
0.0125;0.0152
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0063;0.0118
0.0161;0.0305
0.0274;0.0660
0.0501;0.1819
0.0577;0.2005
0.0313;0.0770
0.0375;0.0947
0.0518;0.1692
0.0472;0.1506
0.0573;0.2199
0.0472;0.1802
0.0359;0.0905
0.0126;0.0152
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0099;0.0127
0.0339;0.0279
0.0610;0.2580
0.0850;0.4136
0.1042;0.5380
0.1163;0.6183
0.1205;0.6446
0.1170;0.6226
0.1051;0.5447
0.0863;0.4229
0.0625;0.2698
0.0355;0.0846
0.0115;0.0161
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0036;0.0076
0.0123;0.0254
0.0300;0.0821
0.0273;0.0643
0.0498;0.1590
0.0471;0.1269
0.0653;0.2580
0.0254;0.0592
0.0293;0.0702
0.0438;0.1387
0.0457;0.1666
0.0304;0.0727
0.0105;0.0161
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0009;0.0017
0.0039;0.0085
0.0244;0.0567
0.0405;0.1235
0.0919;0.4399
0.0946;0.4695
0.1032;0.5168
0.0569;0.2275
0.0101;0.0211
0.0197;0.0431
0.0517;0.1836
0.0145;0.0305
0.0138;0.0211
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0083;0.0144
0.0184;0.0355
0.0432;0.1497
0.0889;0.4086
0.0899;0.4272
0.0912;0.4153
0.0928;0.4229
0.0504;0.1599
0.0500;0.1353
0.0424;0.1252
0.0261;0.0609
0.0060;0.0127
0.0010;0.0025
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0101;0.0152
0.0307;0.0465
0.0538;0.2039
0.0747;0.3400
0.0915;0.4441
0.1028;0.5244
0.1047;0.5354
0.1012;0.5135
0.0906;0.4306
0.0748;0.3333
0.0551;0.2123
0.0326;0.0753
0.0113;0.0152
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0098;0.0152
0.0290;0.0491
0.0500;0.1836
0.0683;0.2741
0.0823;0.3536
0.0919;0.4339
0.0955;0.4576
0.0933;0.4458
0.0840;0.3629
0.0692;0.2791
0.0508;0.1785
0.0297;0.0694
0.0106;0.0169
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0102;0.0161
0.0294;0.0499
0.0501;0.1709
0.0698;0.2935
0.0847;0.3815
0.0925;0.4339
0.0966;0.4627
0.0933;0.4407
0.0846;0.3620
0.0705;0.2978
0.0511;0.1759
0.0300;0.0694
0.0109;0.0169
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0113;0.0161
0.0317;0.0533
0.0528;0.1895
0.0737;0.3113
0.0883;0.4018
0.0975;0.4661
0.1015;0.4906
0.0991;0.4754
0.0902;0.4136
0.0747;0.3172
0.0541;0.1962
0.0325;0.0719
0.0119;0.0186
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0076;0.0152
0.0230;0.0431
0.0392;0.1066
0.0528;0.1624
0.0636;0.2089
0.0729;0.2774
0.0732;0.2783
0.0692;0.2605
0.0671;0.2453
0.0579;0.1971
0.0421;0.1167
0.0257;0.0533
0.0098;0.0178
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0001;0.0000
0.0135;0.0169
0.0372;0.0524
0.0616;0.2225
0.0853;0.3697
0.1019;0.4771
0.1124;0.5532
0.1166;0.5803
0.1134;0.5515
0.1018;0.4813
0.0850;0.3688
0.0627;0.2292
0.0382;0.0753
0.0145;0.0169
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0001;0.0000
0.0145;0.0169
0.0391;0.0541
0.0652;0.2292
0.0892;0.3764
0.1075;0.4931
0.1197;0.5701
0.1245;0.5997
0.1202;0.5727
0.1090;0.5008
0.0912;0.3866
0.0681;0.2394
0.0418;0.0770
0.0162;0.0178
0.0003;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0001;0.0000
0.0103;0.0195
0.0297;0.0558
0.0480;0.1396
0.0630;0.2149
0.0716;0.2597
0.0843;0.3485
0.0837;0.3214
0.0804;0.3071
0.0685;0.2453
0.0566;0.1878
0.0380;0.1007
0.0221;0.0465
0.0080;0.0161
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0003;0.0008
0.0144;0.0186
0.0346;0.0592
0.0569;0.1903
0.0800;0.3324
0.0958;0.4212
0.1067;0.5025
0.1113;0.5312
0.1084;0.5084
0.0989;0.4483
0.0828;0.3460
0.0604;0.2089
0.0370;0.0711
0.0149;0.0195
0.0003;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0003;0.0008
0.0161;0.0178
0.0398;0.0609
0.0636;0.2149
0.0851;0.3519
0.1028;0.4652
0.1136;0.5363
0.1187;0.5600
0.1149;0.5354
0.1041;0.4669
0.0869;0.3578
0.0645;0.2182
0.0393;0.0711
0.0157;0.0186
0.0003;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0003;0.0008
0.0144;0.0203
0.0342;0.0609
0.0538;0.1641
0.0725;0.2639
0.0856;0.3384
0.0922;0.3815
0.0962;0.4026
0.0893;0.3637
0.0758;0.2715
0.0646;0.2123
0.0482;0.1353
0.0289;0.0575
0.0119;0.0211
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
